City,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
ayorou,14.7308,0.9174,82.92,14,98,8.19,NE,1615166230
dhidhdhoo,6.8833,73.1,82.06,68,64,5.5,MV,1615166230
nikolskoye,59.7035,30.7861,21.2,73,90,13.42,RU,1615166230
san ignacio,17.1561,-89.0714,77,78,90,9.22,BZ,1615166230
sungaipenuh,-2.0833,101.3833,67.53,86,96,0.81,ID,1615166230
yurimaguas,-5.9,-76.0833,72.48,98,100,1.68,PE,1615166230
bojonegoro,-7.1502,111.8817,79.57,82,44,4.59,ID,1615166231
hovd,48.0056,91.6419,22.91,69,92,1.01,MN,1615166231
touros,-5.1989,-35.4608,77,88,20,2.3,BR,1615166231
santa ines,-3.6667,-45.38,74.44,97,100,3.29,BR,1615166232
corleone,37.8134,13.3017,55.99,87,34,4,IT,1615166232
talara,-4.5772,-81.2719,76.32,77,100,4.9,PE,1615166232
tsabong,-26.0217,22.401,75.16,37,19,8.59,BW,1615166232
carutapera,-1.195,-46.02,75.9,94,98,6.51,BR,1615166232
kangaatsiaq,68.3065,-53.4641,13.35,96,100,10.02,GL,1615166233
manaure,11.7751,-72.4445,80.02,75,54,19.13,CO,1615166170
bathsheba,13.2167,-59.5167,78.8,69,75,20.71,BB,1615166233
buala,-8.145,159.5921,83.44,75,100,6.44,SB,1615166233
lloro,5.4961,-76.5495,75.99,93,100,2.51,CO,1615166233
ngukurr,,,,,,,,
henties bay,-22.116,14.2845,62.01,91,14,1.99,NA,1615166233
igrim,63.1906,64.4162,-8.43,91,90,2.89,RU,1615166233
clyde river,70.4692,-68.5914,-22,76,1,2.3,CA,1615166233
mbandaka,0.0487,18.2603,72.7,91,100,6.46,CD,1615166233
terney,45.0503,136.6092,25.86,84,0,7.74,RU,1615166233
sosua,19.7667,-70.5167,77,94,75,2.55,DO,1615166234
sigli,5.3848,95.9609,79.43,75,86,4.7,ID,1615166234
luneburg,53.25,10.4,32,93,75,5.75,DE,1615166234
sao desiderio,-12.3633,-44.9733,73.49,78,7,1.05,BR,1615166234
saint-augustin,51.226,-58.6502,16.18,92,0,10,CA,1615166235
northam,51.0333,-4.2167,28.99,88,0,1.01,GB,1615166235
bengkulu,-3.8004,102.2655,77.59,78,100,6.38,ID,1615166235
quatre cocos,-20.2078,57.7625,78.01,94,75,8.05,MU,1615166235
ilo,-17.6394,-71.3375,72.64,82,79,5.48,PE,1615166235
berlevag,70.8578,29.0864,20.64,90,90,5.19,NO,1615166235
mentok,,,,,,,,
taikang,46.8333,124.4167,28.65,83,73,11.5,CN,1615166236
acapulco,16.8634,-99.8901,80.6,74,40,6.91,MX,1615165940
inverness,57.4791,-4.224,43,93,90,4.61,GB,1615166236
ahipara,-35.1667,173.1667,68.56,58,6,12.48,NZ,1615166236
fagersta,60.0042,15.7932,27,74,0,10.36,SE,1615166236
santa eulalia del rio,,,,,,,,
khandyga,62.6667,135.6,-17.81,83,89,3.22,RU,1615166236
yenagoa,4.9247,6.2642,79.25,90,61,5.12,NG,1615166237
ngaoundere,7.3167,13.5833,68.29,23,39,3.56,CM,1615166120
purpe,64.4803,76.6897,-3.59,93,100,6.33,RU,1615166237
lensk,60.7253,114.9278,17.67,95,100,8.39,RU,1615166237
south venice,27.0531,-82.4243,63,48,1,9.22,US,1615166237
alyangula,-13.8483,136.4192,87.8,74,40,8.05,AU,1615166237
saint-paul,-21.0096,55.2707,78.8,83,75,8.05,RE,1615166105
willmar,45.1219,-95.0433,54,62,1,3.44,US,1615166238
alta floresta,-9.8756,-56.0861,72.72,98,100,4.18,BR,1615166238
vanavara,60.34,102.2797,14.72,94,100,13.13,RU,1615166238
guozhen,34.3659,107.359,46.81,59,87,4.99,CN,1615166238
beringovskiy,63.05,179.3167,19.53,91,63,21.94,RU,1615166238
coihaique,-45.5752,-72.0662,50,46,20,10.36,CL,1615166239
anadyr,64.75,177.4833,-5.01,77,75,2.24,RU,1615166239
nyurba,63.2842,118.3319,14.72,96,100,1.48,RU,1615166239
atambua,-9.1061,124.8925,80.47,75,0,2.59,ID,1615166239
oussouye,12.485,-16.5469,73.4,73,0,2.3,SN,1615166239
jumla,29.2747,82.1838,43.99,60,99,6.33,NP,1615166104
bambanglipuro,-7.95,110.2833,81.03,71,46,3.91,ID,1615166239
shizunai,42.3339,142.3669,33.57,89,99,15.86,JP,1615166240
tsihombe,,,,,,,,
chicama,-7.8447,-79.1469,75.6,68,100,4.61,PE,1615166240
pauini,-7.7136,-66.9764,75.7,93,100,1.3,BR,1615166240
montepuez,-13.1256,38.9997,69.22,99,100,2.89,MZ,1615166240
basco,20.4487,121.9702,76.03,83,29,19.48,PH,1615166240
arys,42.4252,68.795,42.8,87,75,4.47,KZ,1615166241
mys shmidta,,,,,,,,
rocha,-34.4833,-54.3333,64.76,94,0,7.9,UY,1615166186
north little rock,34.7695,-92.2671,57,50,75,6.91,US,1615165994
san lorenzo,-25.3333,-57.5333,75.2,73,0,5.75,PY,1615166241
taltal,-25.4,-70.4833,66.38,77,0,4.92,CL,1615166241
haines junction,60.7522,-137.5108,26.6,43,100,6.91,CA,1615166242
eyl,7.9803,49.8164,71.96,86,22,12.33,SO,1615166242
farafangana,-22.8167,47.8333,74.08,85,48,6.96,MG,1615166242
mukhtolovo,55.4644,43.1953,13.64,97,100,6.93,RU,1615166242
beidao,34.5686,105.8933,47.53,67,66,3.02,CN,1615166242
boa vista,2.8197,-60.6733,77,78,0,5.75,BR,1615166242
kedrovyy,56.1667,91.8167,1.4,85,0,4.54,RU,1615166242
sesheke,-17.4759,24.2968,64.2,75,65,2.37,ZM,1615166243
omboue,-1.5746,9.2618,77.61,88,98,2.64,GA,1615166243
corrientes,-27.4806,-58.8341,78.8,50,0,9.22,AR,1615166243
hithadhoo,-0.6,73.0833,82.9,66,1,7.85,MV,1615166243
phrai bung,,,,,,,,
ambilobe,-13.2,49.05,73.78,96,100,2.73,MG,1615166243
danjiangkou,32.5428,111.5086,43.52,79,100,4.85,CN,1615166244
conceicao da barra,-18.5933,-39.7322,76.66,89,100,7.85,BR,1615166244
impfondo,1.6381,18.0667,74.98,77,100,4.99,CG,1615166244
tilichiki,60.4667,166.1,-16.13,82,63,15.88,RU,1615166244
ishigaki,24.3448,124.1572,71.6,83,75,13.8,JP,1615166244
petropavlovsk-kamchatskiy,53.0452,158.6483,12.2,40,0,15.66,RU,1615166031
namatanai,-3.6667,152.4333,81.3,78,100,8.7,PG,1615166244
beshpagir,45.0217,42.3808,19.4,73,0,8.95,RU,1615166244
derzhavinsk,51.1,66.3167,16.68,96,100,13.6,KZ,1615166244
comodoro rivadavia,-45.8667,-67.5,57.2,41,0,11.5,AR,1615166244
rabo de peixe,37.8,-25.5833,60.8,94,40,13.8,PT,1615166244
mafinga,-7.25,35.0667,65.62,100,100,2.17,TZ,1615166245
staroutkinsk,57.2302,59.3348,-3.8,92,97,4.18,RU,1615166245
igarka,67.4667,86.5833,-19.82,87,85,4.16,RU,1615166245
santa marta,11.2408,-74.199,82.99,74,99,17.27,CO,1615166245
gisborne,-38.6533,178.0042,68,64,0,4,NZ,1615166245
shimoda,34.6667,138.95,48.2,93,75,16.11,JP,1615166246
izhevskoye,54.5567,40.8703,14.41,94,0,10.04,RU,1615166246
pakxan,18.3778,103.6601,75.25,66,62,2.55,LA,1615166246
antofagasta,-23.65,-70.4,68,77,20,6.91,CL,1615166246
burnie,-41.0667,145.9167,58.21,79,100,4.54,AU,1615166247
luwuk,-0.9516,122.7875,79,73,99,2.77,ID,1615166247
tinogboc,12.0074,121.4122,79.63,80,2,23.76,PH,1615166247
vaitupu,,,,,,,,
nortelandia,-14.4547,-56.8028,73.09,94,100,4.92,BR,1615166247
novokizhinginsk,51.6115,109.5917,20.82,93,47,4.34,RU,1615166247
vaitape,-16.5167,-151.75,82.44,78,100,18.25,PF,1615166247
kitob,39.0843,66.8332,35.6,93,100,6.91,UZ,1615166248
paradwip,,,,,,,,
sechura,-5.5569,-80.8222,80.24,62,100,10.96,PE,1615166248
codrington,-38.2667,141.9667,58.89,88,100,8.16,AU,1615166248
chernyshevskiy,63.0128,112.4714,6.89,96,91,2.39,RU,1615166248
bundaberg,-24.85,152.35,86,48,75,12.66,AU,1615166248
carauari,-4.8828,-66.8958,74.86,93,89,1.07,BR,1615166249
ongandjera,-17.8833,15.0667,73.74,48,14,7.83,NA,1615166249
petersburg,37.2279,-77.4019,39.99,64,1,3.53,US,1615166249
tsiroanomandidy,-18.7667,46.0333,64.31,96,4,0.96,MG,1615166249
kaeo,-35.1,173.7833,72,59,0,10,NZ,1615166249
sorong,-0.8833,131.25,80.98,79,100,0.31,ID,1615166249
elko,41.0002,-115.5012,57.2,21,1,7.63,US,1615166250
buffalo,42.8865,-78.8784,27,63,75,5.75,US,1615166250
agde,43.3108,3.4758,48,95,100,7,FR,1615166250
trairi,-3.2778,-39.2689,77.79,89,100,8.28,BR,1615166250
okha,53.5739,142.9478,5.05,89,0,15.3,RU,1615166250
mahebourg,-20.4081,57.7,77,94,75,8.05,MU,1615166186
margate,51.3813,1.3862,37.99,72,0,1.01,GB,1615166250
chute-aux-outardes,49.1168,-68.399,17.6,62,1,9.22,CA,1615166250
gamba,-2.65,10,76.33,88,31,2.53,GA,1615166251
yarada,17.65,83.2667,75.2,100,20,2.3,IN,1615166251
ejura,7.3856,-1.3562,78.73,75,94,7.7,GH,1615166252
viligili,,,,,,,,
provideniya,64.3833,-173.3,32.45,96,100,14.03,RU,1615166252
tanabe,33.7333,135.3667,51.8,93,75,8.05,JP,1615166252
khorinsk,52.1657,109.7726,18.37,94,1,4.07,RU,1615166252
riyadh,24.6877,46.7219,60.8,33,0,8.01,SA,1615166253
corner brook,48.9667,-57.9484,26.6,80,90,10.36,CA,1615166253
the valley,18.217,-63.0578,79,78,20,10.36,AI,1615166253
buin,-33.7333,-70.75,77,50,0,5.75,CL,1615166253
baykit,61.67,96.37,10.45,91,90,7.76,RU,1615166253
beatrice,40.2681,-96.747,60.01,47,99,5.99,US,1615166254
baker city,44.7749,-117.8344,44.6,53,75,3.44,US,1615166254
biu,10.6129,12.1946,72.64,17,72,6.46,NG,1615166254
makat,47.6469,53.3463,26.28,88,32,9.17,KZ,1615166254
ambulu,-8.345,113.6058,81.57,71,4,1.83,ID,1615166254
vostok,46.4856,135.8833,14.09,95,100,4.99,RU,1615166254
paamiut,61.994,-49.6678,28.04,97,100,7.47,GL,1615166254
barra de sao francisco,-18.755,-40.8908,74.98,88,99,1.21,BR,1615166103
domoni,-12.2569,44.5319,79.16,82,62,8.68,KM,1615166255
calama,-22.4667,-68.9333,62.6,34,0,14.97,CL,1615166255
matara,5.9485,80.5353,75.78,87,16,8.03,LK,1615166255
dunedin,-45.8742,170.5036,57,61,100,20,NZ,1615166256
khristoforovo,,,,,,,,
chingirlau,51.095,54.0814,15.12,93,100,18.7,KZ,1615166256
gat,31.61,34.7642,52,100,0,2.17,IL,1615166256
la ronge,55.1001,-105.2842,42.8,42,100,4.61,CA,1615166256
armacao dos buzios,,,,,,,,
labutta,,,,,,,,
san cristobal,7.7669,-72.225,77,83,75,2.3,VE,1615166256
yatou,37.15,122.3833,40.01,59,0,0.74,CN,1615166257
formosa,-26.1775,-58.1781,75.2,73,0,5.75,AR,1615166257
medeiros neto,-17.3739,-40.2206,75.54,80,100,2.62,BR,1615166257
kayasula,44.325,45,30.33,84,0,5.5,RU,1615166257
bom sucesso,-21.0331,-44.7581,64.58,93,89,1.41,BR,1615166257
wulanhaote,,,,,,,,
bowen,-20.0167,148.2333,82.4,69,75,5.75,AU,1615166257
ust-bolsheretsk,,,,,,,,
hwange,-18.3693,26.5019,64.35,73,0,1.79,ZW,1615166258
hami,42.8,93.45,40.53,60,100,0.6,CN,1615166258
vondrozo,-22.8167,47.2833,65.44,100,37,2.82,MG,1615166258
puerto cabezas,14.0351,-83.3888,75.97,77,0,12.19,NI,1615166258
belaya gora,68.5333,146.4167,-7.78,90,98,10.65,RU,1615166259
dvinskoy,62.1535,45.1175,-0.2,92,67,8.39,RU,1615166259
terekli-mekteb,44.1671,45.8698,30.99,85,0,6.53,RU,1615166259
aklavik,68.2191,-135.0107,-7.6,71,10,5.75,CA,1615166259
christchurch,-43.5333,172.6333,64.4,36,40,13.8,NZ,1615166060
levelland,33.5873,-102.378,60.8,39,20,13.8,US,1615166259
kalianget,-7.05,113.9333,81.48,77,81,11.34,ID,1615166259
samarai,-10.6167,150.6667,80.64,76,93,3.24,PG,1615166259
pimenteiras,-6.2453,-41.4192,73.58,69,36,4.5,BR,1615166260
erdenet,49.0333,104.0833,23.4,80,52,3.78,MN,1615166260
naze,28.3667,129.4833,69.8,78,20,6.91,JP,1615166260
ancud,-41.8697,-73.8203,57,82,75,3.44,CL,1615166260
suamico,44.6319,-88.0393,35.6,69,1,12.66,US,1615166260
pitea,65.3172,21.4794,14,73,23,10.36,SE,1615166260
okakarara,-20.5833,17.4333,68.29,56,77,5.93,NA,1615166261
campobello di mazara,37.6358,12.7443,55.4,100,20,9.22,IT,1615166261
arman,59.7,150.1667,-2.63,77,0,3.62,RU,1615166261
pilar,-9.5972,-35.9567,75.2,94,0,3.44,BR,1615166261
ipora,-16.4419,-51.1178,68.2,98,100,1.59,BR,1615166261
tianpeng,30.9866,103.9393,53.01,1,86,6.31,CN,1615166262
mount gambier,-37.8333,140.7667,60.8,82,90,12.66,AU,1615166262
pasighat,28.0667,95.3333,66.9,44,75,3.96,IN,1615166262
warqla,,,,,,,,
fort saint john,,,,,,,,
champerico,14.3,-91.9167,86,62,40,6.91,GT,1615166262
ust-kamchatsk,,,,,,,,
vanimo,-2.6741,141.3028,86.16,61,100,0.98,PG,1615166262
ouagadougou,12.3642,-1.5383,89.6,19,6,5.75,BF,1615166262
sumoto,34.35,134.9,48.2,76,75,10.36,JP,1615166263
sherbakul,54.6316,72.3963,30.2,100,75,17.9,RU,1615166263
petropavl,54.8753,69.1628,9.1,95,99,11.72,KZ,1615166263
toora-khem,52.4675,96.11,12.51,92,0,2.1,RU,1615166263
alice springs,-23.7,133.8833,87.8,23,0,6.91,AU,1615166263
botelhos,-21.6333,-46.395,62.85,96,100,2.06,BR,1615166263
ilhabela,-23.7781,-45.3581,73.51,84,88,2.82,BR,1615166263
mehran,33.1222,46.1646,56.97,36,52,2.44,IR,1615166264
surman,32.7567,12.5716,63.88,49,20,23.89,LY,1615166264
tibati,6.4667,12.6333,65.35,28,28,2.64,CM,1615166264
lingao,19.9103,109.6859,72.9,85,76,14.16,CN,1615166264
neepawa,50.2289,-99.4664,37.4,70,20,12.66,CA,1615166264
boguchany,58.3814,97.4531,10,94,92,6.53,RU,1615166264
naron,43.5167,-8.1528,48.99,87,20,2.3,ES,1615166264
ixtapa,20.7,-105.2,75.2,78,40,8.05,MX,1615166264
sayyan,15.1718,44.3244,50.34,46,0,2.93,YE,1615166265
itarema,-2.9248,-39.9167,78.39,84,100,8.39,BR,1615166265
burley,42.5357,-113.7928,53.6,30,1,8.05,US,1615166265
marsa matruh,31.3525,27.2453,53.6,82,0,5.75,EG,1615166265
owensboro,37.7742,-87.1133,51.8,37,1,3.44,US,1615166265
siderno,38.2779,16.302,55.4,71,75,8.05,IT,1615166265
punto fijo,11.6956,-70.1996,78.58,80,14,25.34,VE,1615166265
la maddalena,41.2142,9.4083,53.6,76,75,8.05,IT,1615166265
kerman,30.2832,57.0788,35.6,55,0,2.75,IR,1615166265
ruatoria,,,,,,,,
izhmorskiy,56.194,86.6414,11.53,94,100,7.92,RU,1615166266
rosarito,32.3333,-117.0333,55.4,82,90,19.57,MX,1615166267
flinders,-34.5833,150.8552,81,67,100,1.01,AU,1615166267
catamarca,-28.4696,-65.7852,66.99,81,0,11.63,AR,1615166267
mogadishu,2.0371,45.3438,77.31,83,47,17.78,SO,1615166268
kamaishi,39.2667,141.8833,35.6,55,75,3.44,JP,1615166268
la asuncion,11.0333,-63.8628,76.06,89,12,16.51,VE,1615166268
tura,25.5198,90.2201,65.37,47,0,3,IN,1615166128
madang,-5.2246,145.7966,83.07,69,100,4.21,PG,1615166268
tubruq,,,,,,,,
luba,3.4568,8.5547,78.8,94,20,6.91,GQ,1615166268
kaili,-3.4626,120.2147,70,91,100,0.72,ID,1615166268
mayumba,-3.432,10.6554,77.36,83,97,3.56,GA,1615166269
jacareacanga,-6.2222,-57.7528,75.79,95,100,1.1,BR,1615166269
airai,-8.9266,125.4092,70.9,81,16,2.13,TL,1615166269
borama,,,,,,,,
araouane,18.9048,-3.5265,77.25,18,41,11.48,ML,1615166270
aden,12.7794,45.0367,77.76,70,0,10.92,YE,1615166194
ambovombe,-25.1667,46.0833,71.29,83,11,7.43,MG,1615166270
pundaguitan,6.3711,126.1689,80.55,73,100,7.9,PH,1615166270
kruisfontein,-34.0033,24.7314,66.99,81,17,1.99,ZA,1615166163
abu dhabi,24.4667,54.3667,66.2,77,20,2.3,AE,1615166270
sterling,39.0062,-77.4286,36,55,1,5.75,US,1615165983
lardos,36.0942,28.0157,55.4,67,0,12.66,GR,1615166270
najran,17.4924,44.1277,60.8,41,0,3.15,SA,1615166270
poum,-20.2333,164.0167,78.76,75,72,10.04,NC,1615166271
loei,17.4167,101.5,79,100,90,3.44,TH,1615166271
leon,21.1167,-101.6667,80.6,12,1,9.53,MX,1615166166
kropotkin,45.4375,40.5756,29.34,89,10,9.33,RU,1615166271
racale,39.9631,18.0938,43,100,0,2.3,IT,1615166271
mujiayingzi,42.1167,118.7833,37.13,67,0,6.42,CN,1615166271
drinovci,43.355,17.3539,28.4,86,0,2.3,BA,1615166271
ulladulla,-35.35,150.4667,80.6,50,0,5.75,AU,1615166271
sao joao da barra,-21.6403,-41.0511,72.73,90,100,4.29,BR,1615166272
balikpapan,-1.2675,116.8289,84.2,74,40,6.91,ID,1615166272
guaymas,27.9333,-110.9,75,46,40,16.11,MX,1615166016
saiha,22.4833,92.9667,62.4,62,0,3.56,IN,1615166272
predivinsk,57.0669,93.4378,3.92,93,59,4.74,RU,1615166272
san carlos de bariloche,-41.1456,-71.3082,53.6,54,20,11.5,AR,1615166272
ihosy,-22.4,46.1167,64.9,91,55,4.47,MG,1615166272
daxian,,,,,,,,
mantua,45.1667,10.7833,36,87,0,1.99,IT,1615166272
karaul,,,,,,,,
pacific grove,36.6177,-121.9166,57.2,62,1,11.5,US,1615166081
aksum,14.1245,38.7244,52.18,46,0,3.44,ET,1615166272
chlorakas,34.8042,32.4083,62.6,72,16,10.36,CY,1615166272
bahir dar,11.5936,37.3908,69.44,30,10,4.94,ET,1615166273
ouadda,8.0777,22.4007,72.64,25,43,2.68,CF,1615166273
baruun-urt,46.6806,113.2792,21.06,88,0,9.66,MN,1615166273
pombas,17.1503,-25.0201,69.8,64,40,36.82,CV,1615166172
poronaysk,49.2167,143.1167,12.7,90,0,2.1,RU,1615166273
saint-pierre,-21.3393,55.4781,77,83,9,5.75,RE,1615166274
yevsino,54.4172,83.3222,24.01,83,100,5.01,RU,1615166274
klyuchi,52.2667,79.1667,21.38,94,100,13.87,RU,1615166274
lasa,46.6166,10.7002,36,86,0,4.61,IT,1615166274
yumen,40.2833,97.2,32.47,77,11,10.33,CN,1615166274
grand river south east,,,,,,,,
aranda de duero,41.6704,-3.6892,44.17,75,97,5.37,ES,1615166275
dauriya,49.9333,116.8667,13.35,93,100,3.13,RU,1615166275
tukrah,32.5341,20.5791,56.62,68,0,9.95,LY,1615166275
rockland,41.1668,-74.0496,34,54,12,9.22,US,1615166275
davila,18.4726,120.5763,82.4,61,20,4.61,PH,1615166275
karsun,54.1994,46.9827,26.96,97,99,19.3,RU,1615166275
tuy hoa,13.0833,109.3,78.19,81,11,9.19,VN,1615166276
sabang,5.8933,95.3214,82.17,76,51,10.6,ID,1615166276
khairabad,27.5333,80.75,65.52,28,90,6.82,IN,1615166276
loandjili,-4.7561,11.8578,77,94,20,2.3,CG,1615166276
port hardy,50.6996,-127.4199,44.6,75,75,8.05,CA,1615166276
zhigalovo,54.8097,105.1578,15.31,93,52,8.88,RU,1615166276
meilu,,,,,,,,
ilulissat,69.2167,-51.1,15.8,73,54,11.5,GL,1615166277
prince rupert,54.3161,-130.3201,46.4,57,75,5.75,CA,1615166277
skelleftea,64.7507,20.9528,21.2,53,22,8.05,SE,1615166277
east wenatchee,47.4157,-120.2931,46.99,45,20,11.5,US,1615165993
beloha,-25.1667,45.05,68.31,90,0,5.7,MG,1615166277
katiola,8.1333,-5.1,73.4,94,20,4.61,CI,1615166277
laguna,38.421,-121.4238,64.4,34,1,1.19,US,1615166278
cayenne,4.9333,-52.3333,79,89,75,2.3,GF,1615166278
ilave,-16.0833,-69.6667,43.41,86,64,4.07,PE,1615166278
deputatskiy,69.3,139.9,-16.08,88,100,5.19,RU,1615166278
taoudenni,22.6783,-3.9836,67.73,24,0,8.75,ML,1615166278
